C1=CC(=C(C=C1Cl)Cl)Cl
CN(CC(=O)O)C(=NP(=O)(O)O)N
CN1CC(=O)NC1=N
C(C(C(=O)O)N)S
C1=C(NC(=O)N=C1)N
CC(C(=O)O)O
C(C(C(=O)O)N)SSCC(C(=O)O)N
C(CS(=O)(=O)O)S
C1C(C(OC1N2C=CC(=NC2=O)N)COP(=O)(O)O)O
CC(=O)C(=O)C
CCOP(=O)(O)OCC
C1C(NC(=O)NC1=O)C(=O)O
C1CC(=O)OC2=CC=CC=C21
C(C(=O)CO)O
CNC
CC1=CC2=C(C=C1C)N=CN2
C1=CC=C2C(=C1)C(=CC(=C2O)C(=O)O)O
CC(C)(C(C(=O)O)O)O
CS(=O)C
C1=CC(=CN=C1)C=NO
CCO
C(CO)N
CCOC(=O)C(C)C(=O)C
C=O
C(=O)N
C1(C(C(C(C(C1Cl)Cl)Cl)Cl)Cl)Cl
C(C=O)O
C(CC(=O)O)CC(=O)O
C(C(=O)O)O
C(=O)C(=O)O
C#N
C1=C(NC=N1)CCN
CC1=NC=C(C(=N1)N)CO
C(#N)S
OO
C(CC(=O)O)C1C(=O)NC(=O)N1
C1=CC(=CC=C1O)O
CC(=O)NC1C(CC(OC1C(C(CO)O)O)(C(=O)O)O)O
NO
C1=CN=CN1
II
C1=CC=C2C(=C1)C=CN2
C1=CC=C2C(=C1)C(=CN2)CC(=O)O
C=C(CC(=O)O)C(=O)O
CCCC(C(=O)O)N
C1CCNC(C1)C(=O)O
C1=CC(=C(C=C1CC(C(=O)O)N)O)O
C1CSSC1CCCCC(=O)N
C1CSSC1CCCCC(=O)O
C(CC(C(=O)O)N)CC(C(=O)O)N
C(C(=O)O)C(=O)O
CS
CC(=O)C=O
CO
C1=CC=C(C(=C1)CCC(=O)O)O
C1(C(C(C(C(C1O)O)O)O)O)O
C1(C(C(C(C(C1OP(=O)(O)O)OP(=O)(O)O)OP(=O)(O)O)OP(=O)(O)O)OP(=O)(O)O)OP(=O)(O)O
CC(=O)NC1C(C(C(OC1O)CO)O)O
CC(=O)NC1=CC=CC=C1
CC(=O)NCCC1=CNC2=C1C=C(C=C2)O
CSCCC(C(=O)O)NC=O
CNCC(C1=CC=CC=C1)O
C1=CC=C2C=CC=CC2=C1
C1=CC(=CN=C1)C(=O)N
C1C(OC2=CC(=CC(=C2C1=O)O)O)C3=CC=C(C=C3)O
C1=CC(=CN=C1)C(=O)O
N#N
CN1CCCC1C2=CN=CC=C2
OP(=O)(O)OP(=O)(O)O
[N-]=[N+]=O
CN(C)C1=CC=CC=C1
CCCCCCCCO
C1=CC(=C(C=C1C(CN)O)O)O
C(C(=O)C(=O)O)O
O=O
C1=C(NC(=O)NC1=O)C(=O)O
C1=CC=NC=C1
C1=CC(=CC=C1[N+](=O)[O-])O
C1=CC(=CC=C1C(=O)O)N
CCCCCCCCCCCCCCCC=O
CCCCCCCCCCCCCCCC(=O)O
CC(C)(CO)C(C(=O)NCCC(=O)O)O
CCOP(=S)(OCC)OC1=CC=C(C=C1)[N+](=O)[O-]
C1(=C(C(=C(C(=C1Cl)Cl)Cl)Cl)Cl)O
C1=CC=C(C=C1)O
C1=CC=C(C=C1)CC=O
C1=CC=C2C(=C1)C=CC3=CC=CC=C32
C1=CC=C(C=C1)CC(=O)O
C1=CC=C(C=C1)C(CN)O
C1=CC=C(C=C1)CCN
C(CC(=O)O)C(=O)O
C1=CC=C(C=C1)C2C(=O)NC(=O)N2
C(COP(=O)(O)O)N
CC(C(C(=O)O)N)OP(=O)(O)O
C1=CC=C(C(=C1)C(=O)O)C(=O)O
C1=CC=NC(=C1)C(=O)O
CCCO
C1=C(C2=C(C(=O)C(=O)C3=C2NC(=C3)C(=O)O)N=C1C(=O)O)C(=O)O
CC1=CNC(=O)NC1=O
CCC(=O)O
C(CCN)CN
C1=CN=C(C=N1)C(=O)N
C1=CN=C(C=N1)C(=O)O
C1=CNN=C1
CC1=NC=C(C(=C1O)C=O)CO
C1=CC(=CC=C1CC(C(=O)O)N)O
CC1=NC=C(C(=C1O)CO)CO
C1=CC(=C(C(=C1)O)O)O
C1=CN(C(=O)NC1=O)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O
CC(=O)C(=O)O
C1C(C(C(CC1(C(=O)O)O)O)O)O
C1=CC(=C(N=C1)C(=O)O)C(=O)O
CSC
COC1=CC2=C(C=CN=C2C=C1)C(C3CC4CCN3CC4C=C)O
CC(CC(=O)O)(C(=O)O)O
CNCC(=O)O
OS(=O)O
C(CC(C(=O)O)N)CP(=O)(O)O
C1=CC(=CC(=C1)O)C(C(=O)O)N
C(CCNCCCN)CN
C(CCNCCCN)CNCCCN
C(CC(=O)O)C=O
CCCCCCCCCCCCCC=CC(C(CO)N)O
O=S=O
C(CS(=O)(=O)O)N
C1CCSC1
C1CCS(=O)C1
C(C(=O)O)S
CC1=C(SC=N1)CCO
CC1=CC=CC=C1
C[N+](C)(C)[O-]
CN(C)C
C1=CC=C2C(=C1)C(=CN2)CC(C(=O)O)N
C1=CC=C2C(=C1)C(=CN2)CCN
C1=CNC(=O)NC1=O
C1=CN(C(=O)NC1=O)C2C(C(C(O2)CO)O)O
COC1=C(C=CC(=C1)C=O)O
C1=NC2=C(N1)C(=O)NC(=O)N2
C1CCN(C1)CCN
C1C(C(OC2=CC(=CC(=C21)O)O)C3=CC(=C(C=C3)O)O)O
C1CC2C(CC1N2)C3=CN=C(C=C3)Cl
CC(CC1=CC=CC=C1)NC
CC1CCCC2(C1(CCCC2)O)C
C1C(CC1(C(=O)O)N)C(=O)O
CC1C2CC3=C(C1(CCN2)C)C=C(C=C3)O
C1CN(CC(N1)C(=O)O)CCCP(=O)(O)O
C1CNCC(C2=CC(=C(C(=C21)Cl)O)O)C3=CC=CC=C3
C1CN(C(=O)C1N)O
C1=C(ONC1=O)C(C(=O)O)N
COC1=C(C=CC(=C1)C(C(=O)O)O)O
CC1CCC(C(C1)O)C(C)C
CC=C1C2CC3=C(C1(CC(=C2)C)N)C=CC(=O)N3
C1=CC=C(C=C1)C(C(=O)O)O
CC(C1=CC2=C(C=C1)C=C(C=C2)OC)C(=O)O
C1C(C(OC2=CC(=CC(=C21)O)O)C3=CC(=C(C(=C3)O)O)O)OC(=O)C4=CC(=C(C(=C4)O)O)O
C1CC(CC1C(=O)O)(C(=O)O)N
C(CCCCCN)CCCCN
CN1CCC2=CC3=C(C=C2C1C4C5=C(C(=C(C=C5)OC)OC)C(=O)O4)OCO3
CNNC
C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1
C1=CC2=C(C=C1O)C(=O)C3=C(C2=O)C=CC(=C3O)O
CCCN1C2=C(C(=O)N(C1=O)CCC)NC(=N2)C3CCCC3
C1=CC2=C(C=CNC2=O)C(=C1)O
C1=CC(=C(C=C1O)O)C(=O)O
COC1=CC=CC=C1N2CCNCC2
C1CN(CCN1)C2=CC(=CC=C2)Cl
C1=CC=C(C(=C1)C(F)(F)F)N2C=CN=C2
C1=CC=C(C=C1)C2=NN=C(C3=CC=CC=C32)NC4=CC(=CC=C4)Cl
CC1=CC(=NC=C1)N
C1CCC(CC1)(C(=O)O)N
C1=CC=C2C(=C1)N=NN2N
C1=CC=C(C=C1)NC2=CC=CC3=C2C(=CC=C3)S(=O)(=O)O
CN1CCC(=CC1)C2=CC=CC=C2
CN1C=CN=C1
CC1=CC=C(C=C1)C2=NN(C3=NC=NC(=C23)N)C(C)(C)C
CCCCCC(C=CC=CCC=CCCCC(=O)O)O
CCCCCC1C(O1)CC=CCC=CCC=CCCCC(=O)O
CCN(CC)CCCCNC1=NC2=NC(=C(C=C2C=N1)C3=CC(=CC(=C3)OC)OC)NC(=O)NC(C)(C)C
CCCCC(C)(C)C(C=CC1C(CC(=O)C1CC=CCCCC(=O)O)O)O
C1=CC=C2C(=C1)N=CC3=NOC(=O)N23
C1=CC=NC(=C1)C2=CC=CC=N2
C1=C(C(=CC(=C1Cl)Cl)Cl)OCC(=O)O
COC(=O)COC1=CC(=C(C=C1Cl)Cl)Cl
CCOC1=CC=C(C=C1)C2=NC3=C(N2)C=C(C=C3)C4=NC5=C(N4)C=C(C=C5)N6CCN(CC6)C
C1=C(C=C(C(=C1Br)O)Br)Br
C1=CC(=C(C=C1Cl)Cl)CN
C1=CC(=C(C=C1Cl)Cl)OCC(=O)O
COC(=O)COC1=C(C=C(C=C1)Cl)Cl
C1=CC(=C(C=C1Cl)Cl)OCCCC(=O)O
COC(=O)CCCOC1=C(C=C(C=C1)Cl)Cl
C1=CC(=C(C=C1[N+](=O)[O-])[N+](=O)[O-])O
CCCCNCCS
C(C1C(C(C(O1)CO)O)O)O
CC(CO)(CO)N
CN1C2=C(N=CC(=C2)C3=CC=CC=C3)N=C1N
CC1CCN=C(S1)N
C(CS)O
C1=CC(=CC=C1C(CN)(CS(=O)(=O)O)O)Cl
C1=CC(=CC=C1[N+](=O)[O-])S(=O)(=O)C2=CN=C(S2)N
C1=CC(=S)N(C=C1)O
C1=CC(=C(C=C1CN)Cl)Cl
CCCCN(CCCC)CCCN
CC(CC1=CC2=C(C=C1)OCO2)NC
C1=CC=C2C(=C1)C(=C(OC2=O)Cl)Cl
CC(CCCC(C)(C)O)C1CCC2C1(CCCC2=CC=C3CC(CCC3=C)O)C
C1=CC=C2C(=C1)C(=NN(C2=O)CC3=NC4=C(S3)C=CC(=C4)C(F)(F)F)CC(=O)O
C1=NNC(=N1)N
C(CN)CS(=O)(=O)O
C1=CC(=CC(=C1)N)C(=O)N
C1=CC(=CC=C1C(CN)CP(=O)(O)O)Cl
CCN(C1=CC=CC=C1)S(=O)(=O)C2=CC(=C(C=C2)OC3=CC=CC=C3)N
C1=CC2=C(NN=C2C(=C1)[N+](=O)[O-])Br
C(C(CF)O)O
C1=CC=C(C=C1)C2(C(=O)NC(=O)N2)C3=CC=CC=C3
COC1=C(C=CC(=C1)CC(C(=O)O)N)O
COC1=C(C=CC(=C1)CCN)O
COCCCN
C(CP(=O)(O)O)C(=O)O
CCCN1C2=C(C(=O)NC1=O)NC=N2
C1=CC=C(C=C1)C#CCN
CC1=C2CCC3=C2C(=CC4=C3C=CC5=CC=CC=C54)C=C1
CN1C2CCC1CC(C2)OC(=O)C3=CC(=CC(=C3)Cl)Cl
CC1=CC(=CC(=C1OCCCC2=CC(=NO2)C)C)C3=NOC(=N3)C(F)(F)F
CN1C(=O)CN=C(C2=C1C=CC(=C2)Cl)C3=CC=C(C=C3)Cl
COC1=CC2=C(C=C1)SCCN(C2)C(=O)CCN3CCC(CC3)CC4=CC=CC=C4
C1=CC2=C(C=CC3=C2C(=C1)C(=O)NC3=O)N
C1=CC(=CC=C1C(=N)N)N
C(CCP(=O)(O)O)CN
C1=CN=CC=C1N
C1=CC(=C(C=C1O)O)Cl
CC1=C(C=CC(=C1)O)Cl
C1=CC(=CC=C1C(=O)NN)O
C1=C(NC=N1)CO
COC1=C(C=C(C=C1)CCN)O
CCCCCCCCCC1=CC=C(C=C1)O
CCCCCCCCCCOCCC(=O)O
C(CCC(=O)CCC(=O)O)CCC(=O)O
C1CC1NC(=O)C2C(C(C(O2)N3C=NC4=C(N=CN=C43)N)O)O
C1=C(C=C(C2=C1NC(=CC2=O)C(=O)O)Cl)Cl
CC(=O)OC1=C(SC2=CC=CC=C2N3C1=CC=C3)C4=CC=C(C=C4)OC
CN(C)C1=CC=CC2=C1C=CC=C2S(=O)(=O)O
CN(C)C(=O)OC1=C(SC2=CC=CC=C2N3C1=CC=C3)C4=CC=C(C=C4)OC
C1CCCN(CC1)C2=NC(=C(N=C2Cl)C(=O)N=C(N)N)N
CCN(C1=NC(=C(N=C1Cl)C(=O)N=C(N)N)N)C(C)C
CC(=O)NP(=O)(OC)SC
C1C(COCO1)([N+](=O)[O-])Br
C1=CC=C(C=C1)N2C(=C(C=N2)C(=O)N)N
C1=C(C=NC=C1Br)C(=O)N
CN(C)CCC1=CNC2=C1C=C(C=C2)OC
COC1=CC2=C(C=C1)NC=C2CCN
CC1=CC2=C(C=C1)NC=C2CCN(C)C
CC(=O)NCCC1=CNC2=CC(=C(C=C21)OC)Cl
C1=CC=C2C(=C1)C3=CC=CC=C3NC2=O
CC(=O)NCCC1=CNC2=CC(=C(C=C21)OC)O
COC1=CC2=C(C=C1)NC3=C2CCNC3
CN1C2=C(C(=O)N(C1=O)C)N(C=N2)CCCl
CC1=C(N2C(C(C2=O)N)SC1)C(=O)O
C1=CC=C(C=C1)C2=CC(=O)C3=C(O2)C(=C(C=C3)O)O
C1=CC2=C(C=C1Cl)NC(=CC2=O)C(=O)O
C1C(OC2=C(C1=O)C=CC(=C2)O)C3=CC=CC=C3
CN1C2=C(C(=O)N(C1=O)C)N(C=N2)CCO
C1=CC2=C(C(=C1)[N+](=O)[O-])NN=C2
C1=CC2=C(C(=C1)O)N=CC=C2
C1CCOC(C1)N2C=NC3=C(N=CN=C32)N
CC(C)(C)NCC(C1=CC(=C(C=C1)O)CO)O
C1C2=NN=C(N2C3=C(C=C(C=C3)Cl)C(=N1)C4=CC=CC=C4Cl)CO
CC1CCC2(C(CC(C(O2)C(C)C(=O)C3=CC=CN3)C)C)OC1CC4=NC5=C(O4)C=CC(=C5C(=O)O)NC
CC1=C(C(=O)C(=C(C1=O)C)CCCCC#CCCCC#CCO)C
CCCC(=O)NC1=CC(=C(C=C1)OCC(CNC(C)C)O)C(=O)C
CC(=O)NC1=CC=C(C=C1)O
CC(=O)NC1=CC=C(C=C1)OC(=O)C2=CC=CC=C2O
CC1=C(C2=C(N1C(=O)C3=CC=C(C=C3)Cl)C=CC(=C2)OC)CC(=O)OCC(=O)O
CC1C=CC=CC=CC=CC=CC=CC=CC(CC2C(C(CC(O2)(CC(CC(C(CCC(CC(CC(=O)OC(C(C1O)C)C)O)O)O)O)O)O)O)C(=O)O)OC3C(C(C(C(O3)C)O)N)O
CC(=O)NC1=NN=C(S1)S(=O)(=O)N
C1=CC(=CC(=C1)O)C=C(C#N)C(=O)O
CC(=O)NO
CCC1=CC=CC(=C1N(COCC)C(=O)CCl)C
CC(=O)NCCCCCC(=O)O
CC(C)CC(C(=O)O)NC(=O)C
C1=CC=C2C(=C1)C(=O)C3=CC=CC=C3N2
CCN1CC2(C(CC(C34C2C(C(C31)C5(C6C4CC(C6OC(=O)C7=CC=CC=C7)(C(C5O)OC)O)OC(=O)C)OC)OC)O)COC
CCC1(CC(C2=C(C3=C(C=C2C1C(=O)OC)C(=O)C4=C(C3=O)C(=CC=C4)O)O)OC5CC(C(C(O5)C)OC6CC(C(C(O6)C)OC7CCC(=O)C(O7)C)O)N(C)C)O
C1CC(CCC1NCC2=C(C(=CC(=C2)Br)Br)N)O
C1=CC(=CC=C1C=C(C#N)C#N)[N+](=O)[O-]
C1=NC(=C2C(=N1)N(C=N2)C3C4C(C(O3)CO)OP(=O)(O4)O)N
C1=CC(=C(C=C1C=C(C#N)C#N)O)[N+](=O)[O-]
COC1=CC=C(C=C1)C=C(C#N)C#N
C1=CC(=C(C=C1C=C(C#N)C#N)O)O
C1=CC2=C(C=CNC2=O)C(=C1)N
COC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC(=CC=C3)Cl)OC
C1=CC(=C(C=C1[N+](=O)[O-])Cl)C(=O)N
CC(C)(C=NOC(=O)NC)SC
CCCSC1=CC2=C(C=C1)N=C(N2)NC(=O)OC
CCC1=C(C(=CC=C1)CC)N(COC)C(=O)CCl
C1C2C=CC1C3C2C4(C(=C(C3(C4(Cl)Cl)Cl)Cl)Cl)Cl
C(CC(O)(P(=O)(O)O)P(=O)(O)O)CN
CCCCC(CC)CN=C(N)NC(=NCCCCCCN=C(N)NC(=NCC(CC)CCCC)N)N
CN(CCCNC(=O)C1CCCO1)C2=NC3=CC(=C(C=C3C(=N2)N)OC)OC
CC(C)CCCC(C)C1CCC2C1(CCCC2=CC=C3CC(CC(C3=C)O)O)C
C1=CC(=CC=C1C=C(C#N)C(=O)O)O
CC(CC1=CNC2=C1C=C(C=C2)O)N
C1=CC=C2C(=C1)C=CC=C2OP(=O)(O)O
CCC(C)C1C(=O)NCC(=O)NC2CS(=O)C3=C(CC(C(=O)NCC(=O)N1)NC(=O)C(NC(=O)C4CC(CN4C(=O)C(NC2=O)CC(=O)N)O)C(C)C(CO)O)C5=C(N3)C=C(C=C5)O
CC1=NN=C2N1C3=C(C=C(C=C3)Cl)C(=NC2)C4=CC=CC=C4
C1=CC2=C3C(=C1)C(=O)N(C(=O)C3=CC=C2)CC(=O)O
CN(C)C1=NC(=NC(=N1)N(C)C)N(C)C
C1C2CC3CC1CC(C2)(C3)N
C(CN)CNCCSP(=O)(O)O
CC(=O)NC1=C(C(=C(C(=C1I)C(=O)O)I)NC(=O)C)I
CC1=C(N(N=C1C(=O)NN2CCCCC2)C3=C(C=C(C=C3)Cl)Cl)C4=CC=C(C=C4)I
CCC1(CCC(=O)NC1=O)C2=CC=C(C=C2)N
C(C(CN)O)C(=O)O
C1=CC(=CC=C1C(=O)NCC(=O)O)N
CC1=C(C(=O)N(N1C)C2=CC=CC=C2)N
CN1C2=C(C(=O)N(C1=O)C)NC=N2
C1=CSC(=N1)N
CC(C)NCC(COC1=CC=C(C=C1)CC(=O)N)O
CCN1CCCC1CNC(=O)C2=CC(=C(C=C2OC)N)S(=O)(=O)CC
CN1C=NC(=C1SC2=NC=NC3=C2NC=N3)[N+](=O)[O-]
CN(C)CCC=C1C2=CC=CC=C2CCC3=CC=CC=C31
CCOC(=O)C1=C(NC(=C(C1C2=CC=CC=C2Cl)C(=O)OC)C)COCCN
CCC1(C(=O)NC(=O)NC1=O)CCC(C)C
CCN(CC)CC1=C(C=CC(=C1)NC2=C3C=CC(=CC3=NC=C2)Cl)O
C1CN(CCN1)C2=NC3=CC=CC=C3OC4=C2C=C(C=C4)Cl
CCOC(=O)OC(C)OC1=C(N(S(=O)(=O)C2=CC=CC=C21)C)C(=O)NC3=CC=CC=N3
C1CCNC(C1)C2=CN=CC=C2
C1=CC=C(C=C1)C(C#N)OC2C(C(C(C(O2)COC3C(C(C(C(O3)CO)O)O)O)O)O)O
COC1=CC=C(C=C1)C(=O)N2CCCC2=O
CC(C)(C#N)C1=CC(=CC(=C1)CN2C=NC=N2)C(C)(C)C#N
COC1=CC=C(C=C1)C2C(=O)C3=CC=CC=C3C2=O
CN1C2CC(CC1C(C2)O)OC(=O)C(CO)C3=CC=CC=C3
C1CN=C(N1)CN(CC2=CC=CC=C2)C3=CC=CC=C3
C1C2=C(C(=CC=C2)O)C(=O)C3=C1C=CC=C3O
C1=CC=C2C(=C1)C=C3C=CC=CC3=C2C(=O)O
CC1=CC(=O)N(N1C)C2=CC=CC=C2
CC(C)C(C(=O)NC(CCCN=C(N)N)C=O)NC(=O)C(CCCN=C(N)N)NC(=O)NC(CC1=CC=CC=C1)C(=O)O
C(CP(=O)(O)O)C(C(=O)O)N
C1CN=C(N1)NC2=C(C=C(C=C2Cl)N)Cl
CC1CCC2C(C(=O)OC3C24C1CCC(O3)(OO4)C)C
CC(=O)OC1=CC=CC=C1C(=O)O
CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=C(C=C3)O)NC(=O)C(CC(=O)NC)N)C(=O)O)C
CCNC1=NC(=NC(=N1)Cl)NC(C)C
COC1=CC=C(C=C1)CCN2CCC(CC2)NC3=NC4=CC=CC=C4N3CC5=CC=C(C=C5)F
CCC1C=C(CC(CC(C2C(CC(C(O2)(C(=O)C(=O)N3CCCCC3C(=O)OC(C(C(CC1=O)O)C)C(=CC4CCC(C(C4)OC)O)C)O)C)OC)OC)C)C
C1=CC(=C(C=C1C(=C2C=CC(=O)C(=C2)C(=O)O)C3=CC(=C(C=C3)O)C(=O)O)C(=O)O)O
C(CCCC(=O)O)CCCC(=O)O
CN1CCCC(CC1)N2C(=O)C3=CC=CC=C3C(=N2)CC4=CC=C(C=C4)Cl
COP(=S)(OC)SCN1C(=O)C2=CC=CC=C2N=N1
C1=CC=C(C=C1)N=NC2=CC=CC=C2
CC1C(C(=O)N1S(=O)(=O)O)NC(=O)C(=NOC(C)(C)C(=O)O)C2=CSC(=N2)N
CCC1C(C(C(N(CC(CC(C(C(C(C(C(=O)O1)C)OC2CC(C(C(O2)C)O)(C)OC)C)OC3C(C(CC(O3)C)N(C)C)O)(C)O)C)C)C)O)(C)O
C1=CC(=CC=C1C(CC(=O)O)CN)Cl
CC(C)(C1=CC=C(C=C1)OCC2CO2)C3=CC=C(C=C3)OCC4CO4
CCC1(C(=O)NC(=O)NC1=O)CC
CCC(C)C1C(=O)NCC(=O)NC2CS(=O)C3=C(CC(C(=O)NCC(=O)N1)NC(=O)C(NC(=O)C4CC(CN4C(=O)C(NC2=O)CC(=O)O)O)C(C)C(CO)O)C5=C(N3)C=C(C=C5)O
CC1CC(=CC=CC(C(OC(=O)C(=CC(=CC(C1O)C)C)OC)C(C)C(C(C)C2(CC(C(C(O2)C(C)C)C)O)O)O)OC)C
CC(=O)OCOC(=O)CN(CC(=O)OCOC(=O)C)C1=CC=CC=C1OCCOC2=CC=CC=C2N(CC(=O)OCOC(=O)C)CC(=O)OCOC(=O)C
CC1=C(C(C(=C(N1)C)[N+](=O)[O-])C2=CC=CC=C2C(F)(F)F)C(=O)OC
CCC1(CC(=O)NC(=O)C1)C
CN(C)CCCOC1(CCCCCC1)CC2=CC=CC=C2
CC1(OC2=C(O1)C(=CC=C2)OC(=O)NC)C
C1=CC=C(C=C1)CN2C3=CC=CC=C3C(=N2)OCC(=O)O
CC(C)N1C(=O)C2=CC=CC=C2NS1(=O)=O
CCCCN(CC)C1=C(C=C(C=C1[N+](=O)[O-])C(F)(F)F)[N+](=O)[O-]
C1=CC=C(C=C1)C(=O)N
C1=CC=C(C=C1)C(=N)N
CCC1=C(C2=CC=CC=C2O1)C(=O)C3=CC(=C(C(=C3)Br)O)Br
CCOC(=O)C1=CC=C(C=C1)N
C1=CC=C(C=C1)COC(=O)C2=CC=CC=C2
C1=CC=C(C=C1)CSCC2=NS(=O)(=O)C3=CC(=C(C=C3N2)Cl)S(=O)(=O)N
C1=CC=C2C3=C4C(=CC2=C1)C=CC5=C4C(=CC=C5)C=C3
